,trackName,albumName,albumArtistsName,mood,lyrics
SCP-3783 - Baba Yaga's Cottage
SCP-3784 - High Octane Nightmare Fuel
SCP-3785 - Jasper's Hill
SCP-3786 - Chubby Dog
SCP-3787 - The Horse Meme
SCP-3788 - Titanic Super Soaker
SCP-3789 - Abyssal Basalt 'Jellyfish'
SCP-3790 - Department of Abnormalities
SCP-3791 - An Entirely Standard and Uneventful Anomaly
SCP-3792 - Up In Smoke
SCP-3793 - Spectral Punk Drive-By
SCP-3794 - Salsa Hammer
SCP-3795 - WHO KILLED YOUR DOG?!
SCP-3796 - What a Wonderful Unification It Would Be
SCP-3797 - The Once and Future Gun
SCP-3798 - There Are Flowers There
SCP-3799 - A Short History of Snowfall

3800 to 3899

SCP-3800 - Many Grandparents Ago
SCP-3801 - Based on a True Story
SCP-3802 - hare growth by dado
SCP-3803 - Custom-Made Business Cards, On the Go!
SCP-3804 - Communiqués from the Apocalypse
SCP-3805 - The Birth Of The World
SCP-3806 - I AM AWAITED IN VALHALLA!
SCP-3807 - A Real Bad Hombre
SCP-3808 - Bacon Cheeseburger That Demands Justification
SCP-3809 - Love in the Time of Algorithms
SCP-3810 - [UNTITLED]
SCP-3811 - A Therapist Needs A Therapist
SCP-3812 - A Voice Behind Me
SCP-3813 - The Fall of Hyperion
SCP-3814 - Tag! You're it!
SCP-3815 - Elena the Ever-Present
SCP-3816 - Blue Light
SCP-3817 - Suffering For Your Art
SCP-3818 - Two Favours One
SCP-3819 - Box of Desire
SCP-3820 - Sitting and Caring for Pets
SCP-3821 - Stuck In the Mailroom
SCP-3822 - K-PARTY
SCP-3823 - Put On Your Red Shoes
SCP-3824 - Dogpile
SCP-3825 - So it Goes
SCP-3826 - The Definition of Technophobia
SCP-3827 - The Dental Community Theater
SCP-3828 - A Powerful Seal
SCP-3829 - Metastasis
SCP-3830 - Sleeping With The Fishes
SCP-3831 - Can't Call Out
SCP-3832 - Surprise Pillow Fight
SCP-3833 - Welcome to the Top of the Mountain
SCP-3834 - Fossil Records
SCP-3835 - Better inWeedients, Better Pizza, Papa John's
SCP-3836 - Grease Monkey And The Search For FAST
SCP-3837 - Maize Knight
SCP-3838 - Nomads of the 4th-Dimensional Steppe
SCP-3839 - Liposlugtion: 2 Fat 2 Furious
SCP-3840 - We Stand On Guard For Thee
SCP-3841 - Death & Rebirth
SCP-3842 - Life-Emitting Diode
SCP-3843 - Sam
SCP-3844 - To Slay A Dragon
SCP-3845 - Buddy
SCP-3846 - Walden Pond Scum
SCP-3847 - If only I could talk with birds
SCP-3848 - History Exists for the Memorable
SCP-3849 - A Tubful of Time
SCP-3850 - I Can't Drown My Demons
SCP-3851 - You May Not Be Able To Drown Your Demons, But The Demons Can Drown Your Screams
SCP-3852 - Small Town Justice
SCP-3853 - Imperium
SCP-3854 - Belly of the Playwright
SCP-3855 - Antimemetic Speakeasy
SCP-3856 - Researcher Lloyd, Destroyer of Worlds
SCP-3857 - Call of the Tropic
SCP-3858 - Hugbox
SCP-3859 - Anti-technotheistic Parasite
SCP-3860 - The Falcon's Landing
SCP-3861 - Self-Reflection
SCP-3862 - The Gentleman Karcist
SCP-3863 - Hole-y cow! I can't bee-lieve it!
SCP-3864 - I've Been Framed!
SCP-3865 - You Reap What You Sow
SCP-3866 - Youth In Asia by dado
SCP-3867 - ♡♡♡Sweet Cats & Perfect Dogs!♡♡♡
SCP-3868 - Constitution Saving Throw
SCP-3869 - High Quality Ripoff
SCP-3870 - The Ice-Cream Vigilante
SCP-3871 - Dr. Wondertainment's Allegorical Anomaly-Annihilating Assault Automaton
SCP-3872 - Consult an Alchemist
SCP-3873 - Unbearable Treatment
SCP-3874 - Six-Hundred To One
SCP-3875 - Spyders
SCP-3876 - Tussie Mussie
SCP-3877 - MIЯЯOЯ BÄR
SCP-3878 - Words Will Never Hurt Me
SCP-3879 - Musical Jolly Ape™ by Dr. Wondertainment
SCP-3880 - ILLEST RAIN SOUNDS ∞ Hours No Looping - White Noise, Nature/Healing/Ambient, Meditation/Insomnia/Study ASMR [ORIGINAL]
SCP-3881 - A Disregarded Proposal
SCP-3882 - A Literal Metal Band
SCP-3883 - Dildos Have Dreams Too
SCP-3884 - Gunmetal Gary Puts the Peddle to the Metal
SCP-3885 - The High-Octane Full-Throttle Adventures of the Exploding Zombie Gearheads
SCP-3886 - The Necromancer’s Saddle
SCP-3887 - Monster under the bed
SCP-3888 - Alone Together
SCP-3889 - The Greatest Fisherman Who Ever Lived
SCP-3890 - Forget-Me-Not
SCP-3891 - Paradise Lost and Found
SCP-3892 - A Very Heavy Metal Bedtime
SCP-3893 - I'm Going to Have a Motherfucking Meltdown
SCP-3894 - Our Sorrow
SCP-3895 - Our Unrest
SCP-3896 - We'll Never Stop Eating Big Gordo
SCP-3897 - Mother's Eye Is Upon You
SCP-3898 - The Burden
SCP-3899 - The Night Hauler

3900 to 3999

SCP-3900 - The Internet of Things That Are Wolves
SCP-3901 - Rachel Parks
SCP-3902 - anomaly class bar by dado
SCP-3903 - Fata Morgana
SCP-3904 - Two Cats in a Skin Suit
SCP-3905 - Soda Can Island
SCP-3906 - Blasphemous Balut Parade
SCP-3907 - Warhorse
SCP-3908 - SCP-3908
SCP-3909 - Wu Tang Clan Ain't Nuthing ta Fuck To
SCP-3910 - A Comedy
SCP-3911 - The Thorn of God
SCP-3912 - Final Memories Through The Lens
SCP-3913 - Keep on Trucking
SCP-3914 - Necrocapitalism
SCP-3915 - Gay Trashman
SCP-3916 - Hungry Locusts
SCP-3917 - Beetles in a Jar
SCP-3918 - To Starve Her Highness
SCP-3919 - In Memoriam
SCP-3920 - 1st Midnight Howitzer Battery
SCP-3921 - Greco-Roman Atmospheric Reconstruction
SCP-3922 - STOPRIGHTTHERECRIMINALSCUM!!!
SCP-3923 - Negotium Ficus
SCP-3924 - Silent Honour Ark
SCP-3925 - It's All Papers and Forms
SCP-3926 - Saturday Evenings with your host, Tyal'k'nec!
SCP-3927 - The Fancy Mouse
SCP-3928 - Eliphalet Remington Can Kiss My Ass
SCP-3929 - boner pill by dado
SCP-3930 - The Pattern Screamer
SCP-3931 - The End of Days
SCP-3932 - The Dolphin Manifesto
SCP-3933 - Bigger Than God
SCP-3934 - For Sale: Loch Ness Monsters
SCP-3935 - This Thing a Quiet Madness Made
SCP-3936 - Working as Intended
SCP-3937 - Site-112
SCP-3938 - Dr. Wondertainment's Take-You-Anywhere Machine
SCP-3939 - [NUMBER RESERVED; AWAITING RESEARCHER]
SCP-3940 - Biblical Vengeance Upon Bugs Bunny
SCP-3941 - The Major Occultation
UNDEFINED - Containment Chamber #3942
SCP-3943 - Taco Man
SCP-3944 - Memory Is Fleeting
SCP-3945 - Big Huge Nightmare Panther
SCP-3946 - Amphitrite's Curse, Scylla's Wrath
SCP-3947 - Robber Duckies
SCP-3948 - The Man in the Mirror
SCP-3949 - Penumbra W.A.V.E. #1 Fan!
SCP-3950 - The Matryoshka
SCP-3951 - Doggone It
SCP-3952 - Flying Ace
SCP-3953 - Costa Rica… IN SPACE
SCP-3954 - Scarecrow's Secrets
███-3955 - Eight Notes
SCP-3956 - The Mealworm Song
SCP-3957 - The Eternal Soviet Prison
SCP-3958 - Little Brother
SCP-3959 - The End of All Knowledge
SCP-3960 - Best Friends Forever
SCP-3961 - Professor Taft
SCP-3962 - Agasesdi's Gift
SCP-3963 - I Contain Multitudes
SCP-3964 - Suicide Staircase
SCP-3965 - Zhulong
SCP-3966 - Falling Out
SCP-3967 - All Watched Over By A Machine Of Loving Grace
SCP-3968 - Immoral Minefield
SCP-3969 - Hofmann's Nightmare
SCP-3970 - i want to contain too
SCP-3971 - Utility Closet SB3-117a
SCP-3972 - ""Ken Burns Presents: SCP-3972""
SCP-3973 - Would you like to re-roll?
SCP-3974 - Such Sweet Sorrow
SCP-3975 - Save the Oreos
SCP-3976 - Who Killed Agatha Christie?
SCP-3977 - Hawaiian Punch
SCP-3978 - The World Is Going Away
SCP-3979 - Will You Walk Into My Parlour?
SCP-3980 - Blind Lead the Blind
SCP-3981 - [UNTITLED UFO]
SCP-3982 - The Devourer of Filth Would Like to Be Friends With You
SCP-3983 - To Petition the Dead
SCP-3984 - Poking Death with a Stick
SCP-3985 - Focus of a Regulatory Dispute
SCP-3986 - The Observatory of Genghis Khan
SCP-3987 - Purifying Exclamation
SCP-3988 - Napoleon Bonyparts, Superstar Skeleton
SCP-3989 - The Bone Orchard
SCP-3990 - Deer in the Headroom
SCP-3991 - ""Lewis Island""
SCP-3992 - Wondertainment Whacky Halloween Fun Masks!
SCP-3993 - Smart WIFI
SCP-3994 - Normal Human People
SCP-3995 - A Pair Of Lungs That May Or May Not Exist
SCP-3996 - The Tangential Frontier
SCP-3997 - In My End Is My Beginning
SCP-3998 - The Wicker Witch Lives
SCP-3999 - I Am At The Center of Everything That Happens To MeSCP-4000 - SCP-4999SCP-5000 - SCP-5999Archived PagesAny pages in a new thousand range will be added in their own seperate page as this will stop lag buffer and long lyric pages.

Link separate pages corresponding to the series (E.X. SCP Series VII). While optional, putting parentheses after the series # can help others find what they're looking for (E.X. (6000-6999))4Embed"
257,changes,?,XXXTENTACION,Sad,"Mmm, baby, I don't understand this
You're changing, I can't stand it
My heart can't take this damage
And the way I feel, can't stand it
Mmm, baby, I don't understand this
You're changing, I can't stand it
My heart can't take this damage
And the way I feel, can't stand it
Mmm, baby, I don't understand it

[Bridge: PnB Rock]
Girl, you're makin' it hard for me
Girl, you're makin' it hard for me
Girl, you're makin' it hard for me
Mmm, ohh
Girl, you're makin' it hard for me
Girl, you're makin' it hard for me
Girl, you're makin' it hard for me

[Chorus: XXXTENTACION & PnB Rock]
Mmm, baby, I don't understand this
You're changing, I can't stand it
My heart can't take this damage
And the way I feel, can't stand it
Mmm, baby, I don't understand this
You're changing, I can't stand it
My heart can't take this damage
And the way I feel, can't stand it
Mmm, baby, I don't understand this
You might also like[Outro: XXXTENTACION]
You're changing, I can't stand it
My heart can't take this damage
And the way I feel, can't stand it
Mmm, baby, I don't understand it330Embed"
258,Who I Am,Who I Am,"Alan Walker,Putri Ariani,Peder Elias",Sad,"Don't say this, don't say that
I'm not playin' by the rules
If they were made by you
I won't break just like that
I'll make my own mistakes
'Til I'm wrong in all the right ways

[Chorus: Peder Elias]
Save all your tears
You don't wanna waste them on me
I'm not gonna be just like them
This is just the way that I am
Head in the clouds
I do not fit in to the crowd
Baby, it's all makin' perfect sense
'Cause this is who I am
Who I am

[Drop]

[Verse: Putri Ariani]
Don't say this, don't say that
I'm not playin' by the rules
If they were made by you
I won't break just like that
I'll make my own mistakes
'Til I'm wrong in all the right ways
You might also like[Chorus: Putri Ariani, Peder Elias & Putri Ariani]
Save all your tears
You don't wanna waste them on me
I'm not gonna be just like them
This is just the way that I am
Head in the clouds
I do not fit in to the crowd
Baby, it's all makin' perfect sense
'Cause this is who I am
Who I am

[Drop]

[Bridge: Peder Elias & Putri Ariani]
If only I was wide awake
There's more than I can take
And when you dive into the blue
I'll be right next to you
I never wanna miss a thing
We fall in love again
You know I may hold on to June
'Cause all that you go through
I'm with you

[Outro: Putri Ariani, Peder Elias & Putri Ariani, Peder Elias]
Eh-eh-eh-eh-eh-eh-eh
Eh-eh-eh-eh-eh-eh-eh
Eh-eh-eh-eh-eh-eh-eh
'Cause all that you go through, I'm—
Eh-eh-eh-eh-eh-eh-eh (With you)
Eh-eh-eh-eh-eh-eh-eh (Oh, woah)
Eh-eh-eh-eh-eh-eh-eh
'Cause all that you go through
I'm with you1Embed"
261,Heat Waves,"Highcloud, Vol. 4",Highcloud,Sad,"YBG
Gifted
Yo

[Verse: Mason]
Passion is nothing if you ain't got the heart to prove it
Life ain't always on cruise but I love it and do not confuse it
I figured out that you don’t gotta take a shot to do it
But when all this shit comes for free how do you not abuse it
Y'all don't know the half this life I still would chose it
So fuck all that I got my cities back so let's do this
Gifted Records, I’m guessing you'll never doubt for a second
Now that we're grabbing the mics, we've got all your attention
Y'all probably aw struck, that's just what I'm guessing
As I watch all their jaws drop, listen to what I say for second
Man all these bitches so cocky coming out with the freestyle
I sat back for a meanwhile and developed a mean style
Now a mix of Schoolboy and Rocky, y'all just old and senile
I got an electric body and I'll shit on a green mile
We've got the strongest team but I’ll bet you’ve never heard us
Still wondering if I should carry the burden
Do I get attention if I commit a couple murders
Man what I gotta do to make it
Tell em I've been around since the 80's
Tell all the ladies that I got a Bugatti with a fellow Mercedes
Maybe wrote section 80
Hop on the internet and beg all the people to play me
Say I make a mil every time that they pay me
Or act like I made it, like 10 outta 10 what they rate me
Nah we fight to get by cause money's spent on the times
We'll get drunk and get high until there's light in the sky
Still we'll stick to our grind hip-hop till I’m blind
You ain't gifted you falling behind as we occupy all the skies
All the way up to cloud 9 two kids game changing with rhyme
Fuck the world it ain’t for you or Nas bitch the world's all mine
And y'all are not gonna knock us off
So step off, you can bet all, you want but you're dead wrong
I said songs are like lead bombs
Now I'm hear to test all that get off
Dissing these next stars
Because as soon as you hear this
I'll be in a Benz with three gear shifts
In other words I got a lot of drive inside
So hop off, or come along for the ride
And I’m not gonna stall
See I'm on to you all
Shoot straight for your abdominal wall
While ya mama fondles my balls
As I wonder the halls
Not many answer but still I call to you all
Think on the ups, and ponder the falls
Believe it or not I am still dreaming
I start to believe that I can succeed
When y'all could say that you're leaving
My heart will still beat and defeat
All the demons I am still breathing
Was weak, now a week at a time I see the light through my speech
Speak my mind to these streets handle all of this heat
Backed up by an entire fleet of liars and cheats
That seek to murder these beats
Throw them headphones down our sound is way to complete
Fuck up the speakers we still can
Trots, YBG, Jared, and Milk Man
We’ll handle all of it easily, this shit is a breeze to me
I'm dreaming for reasons that mean this the season is beating me
I just stick to the beat and we continue to speak to these
People no steeple will keep us from reaching these
Heights that we aim for, cause I never aim low
Get what we came for
The game might be tame somewhere over the rainbow
But not here, so grab your gear, live in fear when I'm near
Steer clear, throw it to fifth gear get the fuck outta here
This is our year
And we're not gonna stop bitches hop off the cock
We'll take out a whole city square ya we'll knock off your block
These streets about to get hit with a heat wave
What do rappers even talk about these days
I ain't gonna brag about all of the money we made
I ain't made nothing yet, but keep an eye on them beats Dre
But lately I'm facing
A wall at every step as I'm pacing
Feel like it's against the clock I'm racing
I continue to fall behind and I'm chasing
A dream that I once had so long ago
Before the late nights and the alcohol
Before my friends and me all went broke
That summer smoking weed watching the world go
But none of that matters when the clock strikes three
Try to fuck with me you catch disease
I mean try to fuck me you catching STD's
Psych, but I don’t give no fucks don’t try to battle with me
So fuck an applause, and don’t try to appease
When I’m around teeth chatter something happened to me
Gotta meet a quota for beating on these
People who always seem to wanna be me
I'm bout to shut 'em all up and say, Welcome to PG
You might also like[Outro: YBG]
Gifted1Embed"
262,"i'll be alright, right?","i'll be alright, right?",Lunadira,Sad,"Maybe tonight I'll be alright
Keep saying I'll be just fine
Just want some clothes I can't afford
If I look good then I'll feel fine
How many times do I convince myself that
Life is worth living
What's the answers to these questions?

[Chorus]
It's the same damn thing everyday
Lie awake, fall asleep, waking up
And I don't feel different
I wanna play
But I stay
Home alone, nothing on my phone
No, nothing
(It's something that I'm waiting for)

[Post-Chorus]
I'll be alright
I'll be alright, right?
I'll be alright
I'll be alright
I'll be alright, right?
You might also like[Bridge]
How many times do I convince myself that ""I'm so special""?
Repeat it back to my reflection say I'm handsome

[Verse 2]
Will I be alright?
If I just don't care take a pic
Try to catch my good side
Do you know? Do I know?
I just need some fucking answers to the fucking question

[Chorus]
It's the same damn thing everyday
Lie awake, fall asleep, waking up
And I don't feel different
I wanna play, but I stay
Home alone, nothing on my phone
No, nothing
(It's something that I'm waiting for)

[Chorus]
It's the same damn thing everyday
Lie awake, fall asleep, waking up
And I don't feel different
I wanna play, but I stay
Home alone, nothing on my phone
No, nothing
(It's something that I'm waiting for)
[Post-Chorus]
I'll be alright
I'll be alright, right?
I'll be alright
I'll be alright
I'll be alright, right?

I'll be alright
I'll be alright
I'll be alright

[Chorus]
It's the same damn thing
Lie awake, fall asleep, waking up
And I don't feel different
I wanna play
But I stay
Home alone, nothing on my phone
No, nothing
(I'll be alright)Embed"
264,Love Me Again,Layover,V,Sad,"Ordered By Era:
Before The College Dropout (June 8, 1977 - August 18, 2002)
State Of Mind - A New State Of Mind [Demo]
Kanye West - Baby's Coming (feat. The Go Getters) [Throwaway]
Myleka - Candy (feat. Kanye West & Sharpp) [Feature]
Kanye West - Demo Beat Tape [Production]
Kanye West - Dream Come True [OG]
Kanye West - Green Eggs & Ham [Throwaway]
Ol' Dirty Bastard - Keep The Receipt (feat. Kanye West) [OG]
Kanye West - Motherfucker [V1] [Throwaway]
Smoke & Numbers - Motherfucker [V2] (feat. Kanye West) [Feature]
Kanye West - Nothing's Gonna Stop Me [Throwaway]
Kanye West - Roommates (feat. Consequence) [Throwaway]
Kanye West - The Prerequisite [Other]
Kanye West - Weak Azz Producer [Throwaway]
Kanye West - Ya Feel (feat. The Go Getters) [Throwaway]
Kanye West - You Won't Be Going Home Tonight (feat. Consequence) [Throwaway]
Kanye West - You're My Type [Throwaway]
The College Dropout (August 18, 2002 - February 10, 2004)
Kanye West - Breathe In Breathe Out [OG]
Kanye West - Drug Dealin' (feat. GLC & Keyshia Cole) [OG]
Kanye West - Get Em High [V1] (feat. Common) [OG]
Kanye West - Get Em High [V2] (feat. Talib Kweli) [Demo]
Kanye West - Hey Mama [V1] (feat. John Legend) [OG]
Kanye West - I Got This Love [Other]
Kanye West - Intro [OG]
Kanye West - Jesus Walks (feat. Rhymefest) [OG]
Kanye West - Jesus Walks Intro [Throwaway]
Kanye West - Livin' A Movie [OG]
Kanye West - Never Let Me Down (feat. JAY-Z, J. Ivy & Saul Williams) [OG]
Kanye West - Slow Jamz (feat. Twista & Jamie Foxx) [Demo]
Kanye West - The College Dropout [V1] [OG]
Kanye West - The College Dropout [V2] [OG]
Kanye West - The College Dropout [V3] [OG]
Kanye West - Two Words [V1] [OG]
Kanye West - Two Words [V2] (feat. Mos Def, Freeway & The Boys Choir of Harlem) [OG]
Late Registration (February 10, 2004 - September 30, 2005)
Kanye West - Bittersweet [V1] (feat. John Mayer) [OG]
Kanye West - Bittersweet [V2] (feat. John Mayer) [OG]
Kanye West - Celebration [OG]
Kanye West - Crack Music [OG]
Kanye West - Diamonds From Sierra Leone [OG]
Shawnna - Gold Digger [Production]
Kanye West - Gone (feat. Rhymefest) [OG]
Kanye West - Hey Mama (feat. John Legend) [V2] [OG]
Kanye West - Promised Land Pt. 1 (feat. Malik Yusef) [Throwaway]
Kanye West - Promised Land Pt. 2 (feat. Malik Yusef) [Throwaway]
Kanye West - Promised Land Pt. 3 (feat. Malik Yusef) [Throwaway]
Kanye West - Touch It [Demo]
Kanye West - Touch The Sky (feat. Robert Glasper) [OG]
Tony Williams - You Again [Ref Track]
Graduation (September 30, 2005 - September 11, 2007)
Kanye West - Barry Bonds (feat. Lil Wayne & JAY-Z) [V1] [OG]
Kanye West - Barry Bonds (feat. Lil Wayne) [V2] [OG]
Kanye West - Drunk N Hot Girls [OG]
Kanye West - Even More Broke Phi Broke (Skit) [Throwaway]
Kanye West - Everything I’ve Got (feat. Termanology & John Legend) [V1] [Throwaway]
Kanye West - Everything I’ve Got (feat. Termanology & John Legend) [V2] [Throwaway]
Kanye West - Flashing Lights (Remix) (feat. Clipse & Dwele) [Remix]
Kanye West - Flashing Lights (Remix) (feat. Raheem DeVaughn & Dwele) [Remix]
Kanye West - Good Life (feat. T-Pain) [V1] [OG]
Kanye West - Good Life [V2] [OG]
Kanye West - Good Life (feat. T-Pain) [V3] [OG]
Kanye West - Good Morning [OG]
Kanye West - Goodbye (feat. Mos Def & Al Be Back) [OG]
Young Jeezy - I Get Money (feat. Kanye West & T.I.) [V1] [Feature]
Kanye West - Got Money (feat. Young Jeezy) [V2] [OG]
Kanye West - Graduation (Skit) [Throwaway]
Kanye West - Homecoming [V1] [OG]
Kanye West - Homecoming (feat. Chris Martin & Tony Williams) [V2] [OG]
Kanye West - Story Begins [V1] [OG]
Kanye West - Big Brother [V2] [OG]
